id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchase,numwebpurchases,numcatalogpurcha,numstorepurchase,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,totalchildren,totalspending,totalpurchases,totalcampaignsac,age,familysize,costumertenuredays,spendingincomeratio,webpurchaseratio,storepurchaserat,webconversionrate,dealpurchaseratio,campaignacceptancerate,is_parent,pc1,pc2,cluster
6336,1960,2,1,29315,1,1,4/6/14,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,2,48,6,0,61,4,84,0.001637387,0.285714286,0.571428571,0.285714286,0.571428571,0,1,-3.120177401,0.181093259,2
10967,1963,2,3,33378,1,1,2/6/13,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,2,99,6,0,58,3,508,0.002966026,0.285714286,0.571428571,0.25,0.428571429,0,1,-2.439182045,-0.554951414,2
2304,1963,3,2,66313,0,1,9/16/13,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,1,770,21,0,58,3,286,0.0116116,0.272727273,0.545454545,1.2,0.090909091,0,1,1.700978294,1.591129137,3
3445,1956,2,3,60714,0,0,1/17/13,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,0,957,21,1,65,1,528,0.015762427,0.318181818,0.454545455,1.166666667,0.090909091,0.166666667,0,2.48043507,-0.653629962,1
7828,1981,3,2,77882,0,0,4/30/14,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,0,818,11,0,40,2,60,0.010503069,0.25,0.416666667,1.5,0.083333333,0,0,1.810750845,-2.980398503,1
3762,1986,3,3,69867,0,0,4/2/13,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,0,925,16,2,35,1,453,0.013239441,0.176470588,0.470588235,1.5,0.058823529,0.333333333,0,2.868957516,-3.349825965,1
4391,1968,3,3,63841,0,1,4/21/13,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,908,21,0,53,2,434,0.014222835,0.409090909,0.409090909,1.285714286,0.045454545,0,1,2.108402379,1.01003428,3
4669,1981,1,1,24480,1,0,2/11/13,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,1,102,7,0,40,3,503,0.004166667,0.375,0.5,0.375,0.375,0,1,-2.689491764,-0.589337468,2
10144,1976,2,2,51369,0,1,10/25/12,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,1,576,14,0,45,3,612,0.011212988,0.533333333,0.266666667,0.888888889,0.133333333,0,1,0.445177351,0.907490971,3
8652,1946,2,2,37760,0,0,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,0,317,11,0,75,2,667,0.008395127,0.333333333,0.5,0.5,0.166666667,0,0,-0.478471609,0.445787217,3
1672,1974,3,2,65640,0,1,3/1/14,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,1,461,14,0,47,3,120,0.007023157,0.333333333,0.533333333,1.666666667,0.066666667,0,1,1.289246051,-0.836170872,1
8962,1975,3,1,44319,1,1,4/17/14,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,2,37,5,0,46,4,73,0.000834856,0.333333333,0.5,0.333333333,0.333333333,0,1,-2.434895303,0.975399853,2
9974,1974,2,1,30631,1,0,7/12/13,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,1,70,6,0,47,3,352,0.002285267,0.428571429,0.285714286,0.375,0.142857143,0,1,-1.822819785,-0.867285,2
10983,1952,2,2,75278,0,0,1/29/13,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,0,930,22,0,69,2,516,0.012354207,0.260869565,0.565217391,1.5,0.043478261,0,0,2.432177401,-0.402564034,1
8148,1956,3,2,50898,1,1,1/8/13,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,2,859,20,0,65,4,537,0.016876891,0.285714286,0.571428571,1,0.619047619,0,1,0.275452951,0.919555,3
10102,1966,2,3,79946,0,0,5/12/14,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,0,1478,21,0,55,1,48,0.018487479,0.227272727,0.227272727,1.25,0.045454545,0,0,3.274956715,-1.652451384,1
4697,1949,3,3,35416,0,0,6/13/13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,0,390,13,0,72,1,381,0.011011972,0.5,0.357142857,0.777777778,0.214285714,0,0,0.394640892,0.854508423,3
9262,1984,1,2,32414,0,0,7/4/13,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,0,52,4,1,37,2,360,0.001604245,0.2,0.6,0.125,0.2,0.166666667,0,-2.401730815,-0.385268693,2
7254,1969,2,2,38361,1,0,12/27/13,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,1,137,7,0,52,3,184,0.003571335,0.375,0.375,0.375,0.375,0,1,-1.769089736,-0.717383466,2
4543,1980,2,1,82497,0,0,10/31/12,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,0,1919,18,1,41,2,606,0.023261452,0.105263158,0.473684211,0.4,0.052631579,0.166666667,0,2.373013994,-0.883627151,1
4927,1971,2,2,16626,2,0,1/15/14,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,2,68,6,0,50,4,165,0.00408998,0.428571429,0.428571429,0.3,0.428571429,0,1,-3.357648344,-0.465186729,2
10451,1965,2,2,29672,1,1,3/12/13,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,2,25,3,0,56,4,474,0.000842545,0,0.75,0,0.25,0,1,-3.807184071,0.457312655,2
2926,1952,3,2,55951,0,1,8/23/12,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1,1374,20,2,69,3,675,0.024557202,0.142857143,0.523809524,0.333333333,0.142857143,0.333333333,1,1.456740138,3.108173771,3
2874,1988,1,3,35388,1,0,3/7/13,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,1,32,4,0,33,2,479,0.000904261,0.2,0.6,0.125,0.2,0,1,-2.931102107,-1.669180754,2
9738,1986,3,2,42386,1,0,1/13/13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,1,100,6,0,35,3,532,0.00235927,0.428571429,0.428571429,0.333333333,0.142857143,0,1,-1.779554258,0.483721626,2
7119,1982,2,3,68627,0,0,1/12/13,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,0,825,11,0,39,1,533,0.012021508,0.166666667,0.5,1,0.083333333,0,0,1.782339997,-1.806813428,1
3924,1965,3,3,57912,0,1,3/17/14,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,1,916,23,1,56,2,104,0.015817102,0.333333333,0.5,1.333333333,0.208333333,0.166666667,1,2.194777607,1.965138649,3
5827,1958,2,3,35246,1,1,4/16/14,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,2,62,7,0,63,3,74,0.001759065,0.375,0.375,0.5,0.5,0,1,-1.884386517,1.092232697,2
5596,1956,1,2,58821,0,1,10/12/13,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,1,728,20,0,65,3,260,0.012376532,0.428571429,0.428571429,1.285714286,0.047619048,0,1,1.761210812,1.319605286,3
10812,1978,3,1,46377,1,0,3/1/14,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,1,90,6,0,43,3,120,0.001940617,0.285714286,0.428571429,0.4,0.142857143,0,1,-1.125701895,-1.684647089,2
1717,1988,2,3,39747,1,0,4/13/14,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,1,273,10,0,33,2,77,0.006868443,0.454545455,0.363636364,0.555555556,0.272727273,0,1,-0.911581898,-1.298718932,2
9491,1984,2,2,23976,1,0,12/27/13,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,1,66,7,0,37,3,184,0.002752753,0.375,0.375,0.375,0.375,0,1,-2.552328531,-1.109076211,2
9274,1961,3,1,80950,0,0,3/28/13,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,0,1213,22,1,60,2,458,0.014984558,0.260869565,0.391304348,2,0.043478261,0.166666667,0,3.395839382,0.483703998,1
6609,1966,2,3,27038,0,0,9/18/12,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,0,107,6,1,55,1,649,0.003957393,0.428571429,0.428571429,0.3,0.142857143,0.166666667,0,-1.433781035,-1.525754407,2
6963,1947,2,3,77457,0,0,3/5/14,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,0,1157,17,1,74,1,116,0.01493732,0.111111111,0.555555556,1,0.055555556,0.166666667,0,3.112687536,-0.434054504,1
4440,1964,3,1,64100,0,1,9/10/13,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,1,546,17,1,57,3,292,0.008517941,0.444444444,0.333333333,1,0.055555556,0.166666667,1,1.543018333,2.632993459,3
1379,1992,3,2,42670,0,0,4/27/13,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,0,241,10,0,29,2,428,0.005647996,0.363636364,0.363636364,0.8,0.090909091,0,0,0.144388163,-0.558006463,3
10032,1976,2,3,12571,1,0,1/18/14,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,1,53,7,0,45,2,162,0.004216053,0.375,0.375,0.428571429,0.5,0,1,-2.76876518,-1.592838242,2
2826,1967,2,1,22574,2,1,10/28/13,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,37,5,0,54,5,244,0.001639054,0.333333333,0.5,0.25,0.333333333,0,1,-3.318502312,1.603085264,2
6320,1976,3,3,70893,0,0,2/6/13,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,0,1508,22,0,45,1,508,0.021271494,0.260869565,0.434782609,1.5,0.043478261,0,0,3.225633641,-1.43148417,1
3050,1966,2,1,54198,1,1,12/17/13,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,2,235,10,0,55,4,194,0.004335953,0.272727273,0.545454545,0.6,0.545454545,0,1,-1.185786918,2.133729234,3
231,1956,3,2,28839,1,1,3/11/14,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,2,32,5,0,65,4,110,0.001109609,0.333333333,0.5,0.333333333,0.333333333,0,1,-2.575637014,1.547066938,2
2392,1972,2,1,40321,1,1,7/29/13,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,2,102,6,0,49,4,335,0.002529699,0.428571429,0.428571429,0.375,0.285714286,0,1,-2.163263797,0.663088039,2
9478,1985,2,3,66503,1,0,8/14/12,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,1,401,13,0,36,2,684,0.006029803,0.285714286,0.428571429,1,0.142857143,0,1,0.676255816,-1.828743218,1
113,1951,2,1,30833,1,1,7/16/13,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,2,28,4,0,70,4,348,0.000908118,0.2,0.6,0.166666667,0.4,0,1,-3.181064346,0.644959474,2
1802,1971,2,1,64795,0,1,1/17/13,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,1,680,18,0,50,3,528,0.010494637,0.157894737,0.631578947,1,0.157894737,0,1,1.107338689,0.452746425,3
520,1974,2,1,34421,1,0,7/1/13,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,1,30,3,0,47,3,363,0.000871561,0.25,0.5,0.125,0.25,0,1,-3.152907054,-1.000776479,2
8275,1965,3,3,47025,1,1,2/9/14,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,20,3,0,56,3,140,0.000425306,0.25,0.5,0.125,0.25,0,1,-2.71894997,1.378060436,2
9750,1961,3,3,64325,0,1,2/7/13,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,1,1307,18,0,60,2,507,0.020318694,0.526315789,0.263157895,1.25,0.263157895,0,1,1.822744912,0.775466102,3
2607,1953,2,3,40464,0,1,1/11/13,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,1,630,18,0,68,2,534,0.015569395,0.421052632,0.421052632,0.888888889,0.315789474,0,1,0.622973657,1.532468509,3
7214,1957,2,1,62187,0,0,7/5/13,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,0,1283,17,0,64,2,359,0.020631322,0.222222222,0.277777778,1,0.055555556,0,0,2.617644254,0.50966053,1
5835,1976,3,3,14849,1,0,7/2/13,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,1,65,6,0,45,2,362,0.004377399,0.285714286,0.571428571,0.222222222,0.428571429,0,1,-3.016846095,-1.570338721,2
3896,1984,2,1,27255,1,0,11/7/13,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,1,37,4,0,37,3,234,0.001357549,0.2,0.6,0.125,0.2,0,1,-2.97630342,-0.469258459,2
10350,1950,3,1,54432,2,1,5/9/13,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,3,38,4,0,71,5,416,0.000698119,0.2,0.6,0.2,0.2,0,1,-2.272733584,2.58163444,2
7786,1986,3,3,29999,1,0,2/13/13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,1,160,8,0,35,2,501,0.005333511,0.333333333,0.444444444,0.333333333,0.444444444,0,1,-1.915412158,-1.0308728,2
2861,1983,2,3,24072,1,0,4/16/13,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,1,23,3,0,38,2,439,0.000955467,0.25,0.5,0.111111111,0.25,0,1,-3.273647284,-1.048577185,2
663,1989,3,3,33996,0,0,9/11/13,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,0,71,5,0,32,1,291,0.002088481,0.166666667,0.5,0.2,0.166666667,0,0,-1.566347078,-1.332221737,2
10675,1956,3,1,66334,0,1,4/3/13,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1,1161,17,1,65,3,452,0.017502337,0.5,0.277777778,1.5,0.111111111,0.166666667,1,2.561535343,1.972349996,3
2521,1971,3,1,35178,1,0,1/10/13,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,59,4,2,50,3,535,0.001677185,0.2,0.4,0.125,0.2,0.333333333,1,-2.046656115,0.113138395,2
9592,1983,2,2,22010,1,0,6/30/13,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,1,33,5,0,38,3,364,0.001499318,0.333333333,0.5,0.222222222,0.333333333,0,1,-3.332392276,-0.705374006,2
10151,1960,2,3,62204,0,2,9/12/12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,2,946,21,0,61,3,655,0.015208025,0.181818182,0.545454545,1,0.045454545,0,1,1.89110489,-0.294027937,1
7381,1968,2,3,75693,0,0,12/6/12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,0,1442,21,4,53,1,570,0.019050639,0.5,0.272727273,2.2,0.045454545,0.666666667,0,3.833302319,0.023987212,1
4099,1972,2,1,30675,1,0,11/12/12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,1,62,4,0,49,3,594,0.00202119,0.2,0.6,0.111111111,0.2,0,1,-2.983473288,-0.915329966,2
9560,1965,2,2,83003,0,0,3/3/13,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,0,1674,21,2,56,2,483,0.020167946,0.318181818,0.363636364,1.75,0.045454545,0.333333333,0,3.686485994,-0.288243108,1
10172,1988,2,3,68655,0,0,8/10/12,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,0,1538,20,0,33,1,688,0.022401864,0.19047619,0.523809524,1,0.047619048,0,0,2.680191923,-3.123063903,1
11191,1986,2,3,41411,0,0,12/7/13,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,0,139,7,0,35,1,204,0.003356596,0.25,0.5,0.285714286,0.125,0,0,-1.141800181,-2.037859644,2
9707,1969,3,1,55212,0,1,11/23/12,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1,1182,17,2,52,3,583,0.021408389,0.222222222,0.611111111,0.444444444,0.166666667,0.333333333,1,0.971471703,2.700311205,3
6245,1950,3,2,59292,0,1,6/13/13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,1,507,16,0,71,3,381,0.008550901,0.176470588,0.470588235,0.75,0.117647059,0,1,1.028261963,1.669713132,3
8234,1973,1,2,27190,1,0,8/15/13,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,1,18,3,2,48,3,318,0.000662008,0.25,0.5,0.111111111,0.25,0.333333333,1,-3.119175998,-1.467439996,2
1411,1952,2,3,82623,0,0,11/10/13,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,0,940,15,0,69,1,231,0.011376977,0.125,0.25,1,0.0625,0,0,2.551589713,-0.963247861,1
8553,1965,2,1,44300,1,1,6/23/13,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,2,42,4,0,56,4,371,0.000948081,0.2,0.6,0.142857143,0.4,0,1,-2.926911527,1.37830212,2
1826,1970,2,3,84835,0,0,6/16/14,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,0,1190,14,1,51,1,13,0.014027229,0.266666667,0.4,2,0.066666667,0.166666667,0,3.12332447,-1.962734538,1
8842,1971,2,3,30372,1,1,12/25/12,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,2,44,5,0,50,3,551,0.001448703,0.333333333,0.5,0.25,0.5,0,1,-3.013707592,-0.209710644,2
11030,1976,3,1,33181,1,0,1/3/14,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,1,16,3,1,45,3,177,0.000482204,0.25,0.5,0.142857143,0.25,0.166666667,1,-2.712295386,0.299551192,2
2579,1957,2,1,71113,0,1,12/17/13,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,1,835,22,0,64,3,194,0.011741876,0.260869565,0.391304348,1.2,0.173913043,0,1,1.83263946,0.765246707,3
175,1986,2,1,71952,1,0,1/10/13,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1,1443,20,2,35,3,535,0.020055037,0.380952381,0.380952381,1.6,0.095238095,0.333333333,1,2.708437913,-0.397818037,1
9185,1966,3,3,69759,0,0,10/28/13,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,0,1029,15,1,55,1,244,0.014750785,0.25,0.3125,1,0.1875,0.166666667,0,2.475426856,-1.438751456,1
11056,1974,2,1,72099,0,0,10/27/12,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,0,1188,17,0,47,2,610,0.016477344,0.166666667,0.555555556,1.5,0.055555556,0,0,2.513342119,-1.299152254,1
9365,1976,3,3,60000,0,1,12/22/12,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1,1277,19,0,45,2,554,0.021283333,0.55,0.25,1.571428571,0.25,0,1,2.088439642,1.326688246,3
6201,1978,2,3,38643,1,1,11/29/13,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,2,49,5,0,43,3,212,0.001268017,0.333333333,0.5,0.25,0.333333333,0,1,-2.612490322,-0.275646399,2
2061,1955,2,1,50737,0,1,5/11/13,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,1,99,6,1,66,3,414,0.001951239,0.285714286,0.571428571,0.285714286,0.142857143,0.166666667,1,-1.083079166,1.85812347,3
6184,1969,3,1,68462,0,0,12/12/12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,0,1670,14,0,52,2,564,0.024393094,0.2,0.533333333,1.5,0.066666667,0,0,2.695036148,-1.95261927,1
6142,1943,3,1,65073,0,0,8/20/13,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,0,900,13,0,78,2,313,0.013830621,0.357142857,0.357142857,1.666666667,0.071428571,0,0,2.472626124,1.035779285,3
4107,1948,3,2,46681,0,2,10/8/13,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,2,425,14,0,73,4,264,0.009104347,0.266666667,0.266666667,0.666666667,0.133333333,0,1,0.433465377,2.014925376,3
7274,1957,2,1,78618,0,0,9/28/12,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,0,2153,21,1,64,2,639,0.027385586,0.181818182,0.454545455,1.333333333,0.045454545,0.166666667,0,3.692986572,-0.8282436,1
9336,1969,3,3,62187,0,1,3/22/14,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,1,636,18,0,52,2,99,0.010227218,0.315789474,0.526315789,1.2,0.157894737,0,1,1.384010951,1.054174058,3
2958,1978,2,1,28442,2,0,2/24/14,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,2,57,7,0,43,4,125,0.002004078,0.25,0.5,0.4,0.375,0,1,-2.54533588,0.023303533,2
933,1978,3,1,37717,1,0,11/23/12,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,1,25,3,0,43,3,583,0.000662831,0.25,0.5,0.1,0.25,0,1,-3.30413715,-0.296180475,2
5837,1967,2,1,51479,1,1,12/28/12,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,2,494,15,0,54,4,548,0.009596146,0.375,0.375,0.75,0.4375,0,1,-0.357888322,0.962687641,3
10704,1969,2,3,54803,0,1,8/21/12,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,1,693,17,0,52,2,677,0.012645293,0.333333333,0.5,1.2,0.111111111,0,1,1.434033667,0.379166759,3
5125,1960,2,1,79530,0,0,5/17/13,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,0,1348,25,0,61,2,408,0.016949579,0.153846154,0.423076923,1.333333333,0.038461538,0,0,3.273829076,-2.245397214,1
4432,1976,2,3,31615,1,0,3/16/13,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,1,51,5,0,45,2,470,0.001613158,0.333333333,0.5,0.25,0.333333333,0,1,-2.616564164,-2.140885605,2
5955,1962,2,2,72025,0,0,11/17/12,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,0,1932,15,0,59,2,589,0.026824019,0.25,0.5,1,0.0625,0,0,2.484156946,-0.510206349,1
2928,1975,3,3,52614,0,1,12/1/12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,990,14,0,46,2,575,0.018816285,0.133333333,0.533333333,0.222222222,0.133333333,0,1,0.374702978,1.065912335,3
5680,1984,1,1,35684,1,0,4/22/14,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,1,30,4,0,37,3,68,0.000840713,0.2,0.6,0.142857143,0.2,0,1,-2.926640234,-0.923416445,2
10313,1975,2,1,48178,1,1,10/28/12,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,2,254,10,0,46,4,609,0.005272116,0.454545455,0.363636364,0.555555556,0.545454545,0,1,-1.53366288,1.701175272,3
2557,1970,3,3,29548,1,0,8/29/13,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,1,29,4,1,51,2,304,0.000981454,0.2,0.4,0.2,0.2,0.166666667,1,-1.888378473,-0.964809083,2
1245,1966,2,3,63810,0,1,11/11/12,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1,1371,19,1,55,2,595,0.021485661,0.2,0.6,0.444444444,0.2,0.166666667,1,1.326123199,1.297566766,3
1519,1972,3,3,38578,1,1,6/22/13,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,2,73,6,1,49,3,372,0.00189227,0.428571429,0.428571429,0.333333333,0.428571429,0.166666667,1,-2.018037128,0.452865639,2
10703,1975,3,3,46098,1,1,8/18/12,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,2,120,7,0,46,3,680,0.00260315,0.375,0.25,0.333333333,0.5,0,1,-1.949655834,0.650869069,2
1726,1970,2,3,22585,0,0,3/18/13,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,0,81,4,2,51,1,468,0.003586451,0.2,0.4,0.1,0.2,0.333333333,0,-2.124060236,-1.324795577,2
4459,1989,2,3,30279,1,0,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,1,37,4,0,32,2,546,0.001221969,0.2,0.6,0.111111111,0.2,0,1,-2.971312582,-2.061074368,2
1729,1961,3,2,66426,0,1,10/2/13,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,1,1377,18,0,60,3,270,0.020729835,0.157894737,0.526315789,0.428571429,0.105263158,0,1,1.245759133,1.977682749,3
1517,1969,2,3,30822,1,0,6/14/13,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,1,51,4,0,52,2,380,0.001654662,0.2,0.6,0.125,0.2,0,1,-2.739904207,-1.588801563,2
2098,1969,3,1,33581,2,0,1/8/13,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,2,17,3,0,52,4,537,0.000506239,0.25,0.5,0.111111111,0.25,0,1,-3.360221618,0.74106286,2
9543,1985,2,1,19986,1,0,11/14/13,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,1,22,3,0,36,3,227,0.001100771,0,0.75,0,0.25,0,1,-4.175726447,-1.51850577,2
6878,1954,2,3,27421,0,0,12/12/12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,0,324,11,0,67,1,564,0.011815762,0.333333333,0.5,0.5,0.25,0,0,-0.505224196,-1.200849865,2
3310,1973,1,1,35688,2,1,8/22/12,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,3,211,9,0,48,5,676,0.005912351,0.4,0.4,0.444444444,0.7,0,1,-2.266292586,0.392972531,2
2724,1981,3,3,36143,1,0,3/30/14,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,1,19,3,0,40,2,91,0.00052569,0,0.5,0,0.25,0,1,-2.711029279,0.013581228,2
948,1971,2,3,10245,1,0,5/15/13,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,1,41,5,0,50,2,410,0.004001952,0.166666667,0.333333333,0.166666667,0.5,0,1,-3.23068874,-1.11731642,2
6720,1968,3,2,43795,0,1,10/16/13,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,1,492,14,2,53,3,256,0.011234159,0.466666667,0.266666667,0.875,0.2,0.333333333,1,0.727480606,1.743020725,3
6202,1960,2,2,63381,0,1,10/5/12,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1,1005,22,0,61,3,632,0.015856487,0.173913043,0.565217391,1.333333333,0.173913043,0,1,1.891003586,0.976650642,3
2066,1949,2,2,38823,0,1,8/30/12,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,1,114,6,0,72,3,668,0.002936404,0.285714286,0.428571429,0.285714286,0.142857143,0,1,-1.373769412,1.54460985,3
